sample_id,run_tag,frame_idx,track_id,class_name,status,crop_path,crop_width,crop_height,lane_id,source
20260409_043053_f125_t7,20260409_043053,125,7,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f125_t7.jpg,47,43,,candidate_normal
20260409_043053_f127_t11,20260409_043053,127,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f127_t11.jpg,40,40,,candidate_normal
20260409_043053_f128_t11,20260409_043053,128,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f128_t11.jpg,40,39,,candidate_normal
20260409_043053_f129_t11,20260409_043053,129,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f129_t11.jpg,40,39,,candidate_normal
20260409_043053_f129_t7,20260409_043053,129,7,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f129_t7.jpg,46,43,,candidate_normal
20260409_043053_f130_t11,20260409_043053,130,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f130_t11.jpg,40,40,,candidate_normal
20260409_043053_f131_t11,20260409_043053,131,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f131_t11.jpg,41,40,,candidate_normal
20260409_043053_f132_t11,20260409_043053,132,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f132_t11.jpg,41,41,,candidate_normal
20260409_043053_f133_t11,20260409_043053,133,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f133_t11.jpg,41,41,,candidate_normal
20260409_043053_f134_t11,20260409_043053,134,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f134_t11.jpg,41,41,,candidate_normal
20260409_043053_f135_t11,20260409_043053,135,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f135_t11.jpg,41,41,,candidate_normal
20260409_043053_f136_t11,20260409_043053,136,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f136_t11.jpg,42,41,,candidate_normal
20260409_043053_f137_t11,20260409_043053,137,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f137_t11.jpg,42,41,,candidate_normal
20260409_043053_f143_t13,20260409_043053,143,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f143_t13.jpg,70,86,,candidate_normal
20260409_043053_f144_t13,20260409_043053,144,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f144_t13.jpg,72,91,,candidate_normal
20260409_043053_f144_t11,20260409_043053,144,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f144_t11.jpg,43,42,,candidate_normal
20260409_043053_f145_t13,20260409_043053,145,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f145_t13.jpg,75,91,,candidate_normal
20260409_043053_f146_t13,20260409_043053,146,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f146_t13.jpg,78,90,,candidate_normal
20260409_043053_f147_t13,20260409_043053,147,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f147_t13.jpg,77,87,,candidate_normal
20260409_043053_f147_t11,20260409_043053,147,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f147_t11.jpg,42,42,,candidate_normal
20260409_043053_f148_t13,20260409_043053,148,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f148_t13.jpg,77,86,,candidate_normal
20260409_043053_f149_t13,20260409_043053,149,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f149_t13.jpg,77,84,,candidate_normal
20260409_043053_f150_t13,20260409_043053,150,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f150_t13.jpg,76,82,,candidate_normal
20260409_043053_f151_t13,20260409_043053,151,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f151_t13.jpg,79,83,,candidate_normal
20260409_043053_f151_t11,20260409_043053,151,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f151_t11.jpg,43,44,,candidate_normal
20260409_043053_f152_t13,20260409_043053,152,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f152_t13.jpg,80,83,,candidate_normal
20260409_043053_f152_t11,20260409_043053,152,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f152_t11.jpg,44,44,,candidate_normal
20260409_043053_f153_t13,20260409_043053,153,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f153_t13.jpg,77,79,,candidate_normal
20260409_043053_f153_t11,20260409_043053,153,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f153_t11.jpg,43,43,,candidate_normal
20260409_043053_f154_t13,20260409_043053,154,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f154_t13.jpg,76,76,,candidate_normal
20260409_043053_f154_t11,20260409_043053,154,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f154_t11.jpg,43,43,,candidate_normal
20260409_043053_f155_t13,20260409_043053,155,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f155_t13.jpg,75,74,,candidate_normal
20260409_043053_f155_t11,20260409_043053,155,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f155_t11.jpg,44,43,,candidate_normal
20260409_043053_f156_t13,20260409_043053,156,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f156_t13.jpg,74,73,,candidate_normal
20260409_043053_f156_t11,20260409_043053,156,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f156_t11.jpg,43,43,,candidate_normal
20260409_043053_f157_t13,20260409_043053,157,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f157_t13.jpg,72,70,,candidate_normal
20260409_043053_f157_t11,20260409_043053,157,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f157_t11.jpg,42,42,,candidate_normal
20260409_043053_f158_t13,20260409_043053,158,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f158_t13.jpg,73,69,,candidate_normal
20260409_043053_f158_t11,20260409_043053,158,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f158_t11.jpg,42,42,,candidate_normal
20260409_043053_f159_t13,20260409_043053,159,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f159_t13.jpg,74,70,,candidate_normal
20260409_043053_f159_t11,20260409_043053,159,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f159_t11.jpg,44,43,,candidate_normal
20260409_043053_f160_t13,20260409_043053,160,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f160_t13.jpg,75,71,,candidate_normal
20260409_043053_f160_t11,20260409_043053,160,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f160_t11.jpg,44,44,,candidate_normal
20260409_043053_f161_t13,20260409_043053,161,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f161_t13.jpg,72,68,,candidate_normal
20260409_043053_f161_t11,20260409_043053,161,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f161_t11.jpg,44,44,,candidate_normal
20260409_043053_f162_t13,20260409_043053,162,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f162_t13.jpg,70,67,,candidate_normal
20260409_043053_f162_t11,20260409_043053,162,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f162_t11.jpg,44,44,,candidate_normal
20260409_043053_f163_t13,20260409_043053,163,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f163_t13.jpg,67,63,,candidate_normal
20260409_043053_f163_t11,20260409_043053,163,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f163_t11.jpg,45,44,,candidate_normal
20260409_043053_f164_t13,20260409_043053,164,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f164_t13.jpg,67,63,,candidate_normal
20260409_043053_f164_t11,20260409_043053,164,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f164_t11.jpg,45,44,,candidate_normal
20260409_043053_f165_t13,20260409_043053,165,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f165_t13.jpg,67,62,,candidate_normal
20260409_043053_f165_t11,20260409_043053,165,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f165_t11.jpg,45,44,,candidate_normal
20260409_043053_f166_t13,20260409_043053,166,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f166_t13.jpg,65,61,,candidate_normal
20260409_043053_f166_t11,20260409_043053,166,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f166_t11.jpg,45,45,,candidate_normal
20260409_043053_f167_t13,20260409_043053,167,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f167_t13.jpg,65,59,,candidate_normal
20260409_043053_f167_t11,20260409_043053,167,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f167_t11.jpg,45,45,,candidate_normal
20260409_043053_f168_t13,20260409_043053,168,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f168_t13.jpg,63,59,,candidate_normal
20260409_043053_f168_t11,20260409_043053,168,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f168_t11.jpg,46,46,,candidate_normal
20260409_043053_f169_t13,20260409_043053,169,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f169_t13.jpg,64,58,,candidate_normal
20260409_043053_f169_t11,20260409_043053,169,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f169_t11.jpg,46,46,,candidate_normal
20260409_043053_f170_t13,20260409_043053,170,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f170_t13.jpg,61,56,,candidate_normal
20260409_043053_f170_t11,20260409_043053,170,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f170_t11.jpg,46,45,,candidate_normal
20260409_043053_f171_t13,20260409_043053,171,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f171_t13.jpg,62,56,,candidate_normal
20260409_043053_f171_t11,20260409_043053,171,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f171_t11.jpg,46,46,,candidate_normal
20260409_043053_f172_t13,20260409_043053,172,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f172_t13.jpg,61,56,,candidate_normal
20260409_043053_f172_t11,20260409_043053,172,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f172_t11.jpg,46,46,,candidate_normal
20260409_043053_f173_t13,20260409_043053,173,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f173_t13.jpg,62,56,,candidate_normal
20260409_043053_f173_t11,20260409_043053,173,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f173_t11.jpg,47,47,,candidate_normal
20260409_043053_f174_t13,20260409_043053,174,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f174_t13.jpg,61,56,,candidate_normal
20260409_043053_f174_t11,20260409_043053,174,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f174_t11.jpg,47,46,,candidate_normal
20260409_043053_f175_t13,20260409_043053,175,13,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f175_t13.jpg,60,54,,candidate_normal
20260409_043053_f175_t11,20260409_043053,175,11,Car,pending,/Users/dasontiovino/Documents/Programming/Python/computer_vision/traffic/dataset/ganomaly/candidates/20260409_043053_f175_t11.jpg,47,46,,candidate_normal
