sample_id,image_path,class_name,class_group,label,source_type,source_run,event_id,track_id,frame_idx,notes
normal_0123_seq_20260406_233816_459_4794_4815,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_459_4794_4815\000012.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0124_seq_20260406_233816_4920_43833_43862,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_4920_43833_43862\000016.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0125_seq_20260416_023145_2562_20738_20797,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_2562_20738_20797\000031.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0126_seq_20260407_002145_459_4794_4815,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_459_4794_4815\000012.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0127_seq_20260407_002145_14000_125190_125220,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_14000_125190_125220\000016.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0128_seq_20260416_023145_12018_90745_90813,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12018_90745_90813\000035.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0129_seq_20260407_002145_11227_95096_95158,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_11227_95096_95158\000032.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0130_seq_20260407_002145_10843_91599_91661,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_10843_91599_91661\000032.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0131_seq_20260406_233816_1661_16427_16449,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1661_16427_16449\000012.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0132_seq_20260407_002145_14846_131333_131372,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_14846_131333_131372\000021.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0133_seq_20260416_023145_14136_110741_110760,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_14136_110741_110760\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0134_seq_20260406_233816_3012_27609_27657,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_3012_27609_27657\000025.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0135_seq_20260406_233816_3641_33842_33911,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_3641_33842_33911\000036.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0136_seq_20260407_002145_6340_54217_54251,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_6340_54217_54251\000018.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0137_seq_20260416_023145_12990_99415_99533,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12990_99415_99533\000060.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0138_seq_20260416_023145_4110_31717_31748,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_4110_31717_31748\000017.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0139_seq_20260406_233816_3067_27988_28013,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_3067_27988_28013\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0140_seq_20260406_233816_5861_50687_50702,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_5861_50687_50702\000009.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0141_seq_20260407_002145_3405_31987_32085,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_3405_31987_32085\000050.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0142_seq_20260416_023145_12303_92933_92955,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12303_92933_92955\000012.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0143_seq_20260407_002145_759_8050_8204,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_759_8050_8204\000078.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0144_seq_20260407_002145_6323_54095_54137,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_6323_54095_54137\000022.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0145_seq_20260407_002145_9453_80488_80515,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_9453_80488_80515\000015.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0146_seq_20260407_002145_614_6615_6669,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_614_6615_6669\000028.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0147_seq_20260416_023145_14233_112012_112038,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_14233_112012_112038\000014.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0148_seq_20260407_002145_8347_70927_70966,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_8347_70927_70966\000021.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0149_seq_20260406_233816_5555_48510_48642,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_5555_48510_48642\000067.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0150_seq_20260407_002145_11493_98357_98414,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_11493_98357_98414\000030.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0151_seq_20260416_023145_6715_49784_49804,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6715_49784_49804\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0152_seq_20260416_023145_10320_77840_77880,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_10320_77840_77880\000021.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0153_seq_20260416_023145_1615_13223_13256,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_1615_13223_13256\000018.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0154_seq_20260416_023145_7602_55431_55510,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_7602_55431_55510\000041.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0155_seq_20260406_233816_2129_20035_20108,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_2129_20035_20108\000038.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0156_seq_20260416_023145_14303_112678_112694,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_14303_112678_112694\000009.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0157_seq_20260407_002145_13789_123235_123320,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13789_123235_123320\000044.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0158_seq_20260416_023145_15254_122636_122743,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_15254_122636_122743\000055.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0159_seq_20260407_002145_11502_98474_98533,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_11502_98474_98533\000031.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0160_seq_20260406_233816_1110_11554_11590,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1110_11554_11590\000019.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0161_seq_20260407_002145_9846_83808_83859,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_9846_83808_83859\000027.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0162_seq_20260416_023145_14202_111577_111606,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_14202_111577_111606\000016.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0163_seq_20260416_023145_15957_127702_127765,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_15957_127702_127765\000033.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0164_seq_20260416_023145_4483_33820_33849,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_4483_33820_33849\000016.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0165_seq_20260416_023145_11060_83984_84012,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_11060_83984_84012\000015.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0166_seq_20260416_023145_6944_51117_51154,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6944_51117_51154\000020.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0167_seq_20260406_233816_5220_46298_46317,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_5220_46298_46317\000011.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0168_seq_20260416_023145_7674_55917_55996,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_7674_55917_55996\000041.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0169_seq_20260416_023145_12314_93008_93065,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12314_93008_93065\000030.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0170_seq_20260407_002145_14052_125834_125854,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_14052_125834_125854\000011.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0171_seq_20260407_002145_3978_36195_36236,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_3978_36195_36236\000022.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0172_seq_20260416_023145_926_7601_7626,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_926_7601_7626\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0173_seq_20260416_023145_944_7690_7723,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_944_7690_7723\000018.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0174_seq_20260407_002145_13503_120414_120443,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13503_120414_120443\000016.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0175_seq_20260407_002145_3582_33488_33547,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_3582_33488_33547\000031.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0176_seq_20260416_023145_12084_91315_91332,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12084_91315_91332\000010.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0177_seq_20260407_002145_3997_36561_36576,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_3997_36561_36576\000009.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0178_seq_20260416_023145_6314_46764_46783,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6314_46764_46783\000011.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0179_seq_20260416_023145_16629_133019_133060,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_16629_133019_133060\000022.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0180_seq_20260416_023145_7031_51629_51684,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_7031_51629_51684\000029.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0181_seq_20260407_002145_13381_118791_118812,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13381_118791_118812\000012.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0182_seq_20260406_233816_2245_21065_21081,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_2245_21065_21081\000009.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0183_seq_20260406_233816_3132_28761_28781,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_3132_28761_28781\000011.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0184_seq_20260416_023145_11962_90218_90259,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_11962_90218_90259\000022.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0185_seq_20260416_023145_3296_26199_26226,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_3296_26199_26226\000015.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0186_seq_20260407_002145_1398_14087_14122,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_1398_14087_14122\000019.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0187_seq_20260416_023145_3582_28057_28153,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_3582_28057_28153\000049.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0188_seq_20260406_233816_1380_13847_13945,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1380_13847_13945\000050.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0189_seq_20260416_023145_12577_95567_95648,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12577_95567_95648\000042.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0190_seq_20260407_002145_2067_19514_19573,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_2067_19514_19573\000031.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0191_seq_20260416_023145_13214_101361_101387,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_13214_101361_101387\000014.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0192_seq_20260406_233816_453_4735_4751,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_453_4735_4751\000009.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0193_seq_20260407_002145_10992_92923_92959,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_10992_92923_92959\000019.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0194_seq_20260416_023145_12438_94217_94242,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12438_94217_94242\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0195_seq_20260407_002145_7798_66473_66493,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_7798_66473_66493\000011.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0196_seq_20260406_233816_1214_12424_12480,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1214_12424_12480\000029.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0197_seq_20260407_002145_11175_94445_94462,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_11175_94445_94462\000010.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0198_seq_20260406_233816_4713_41776_41795,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_4713_41776_41795\000011.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0199_seq_20260416_023145_9016_66750_66785,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_9016_66750_66785\000019.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0200_seq_20260416_023145_2479_19978_19994,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_2479_19978_19994\000009.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0201_seq_20260407_002145_4967_44322_44341,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_4967_44322_44341\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0202_seq_20260406_233816_3650_33872_33945,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_3650_33872_33945\000038.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0203_seq_20260407_002145_15568_138083_138098,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_15568_138083_138098\000009.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0204_seq_20260407_002145_1035_11079_11183,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_1035_11079_11183\000053.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0205_seq_20260406_233816_5264_46805_46836,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_5264_46805_46836\000017.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0206_seq_20260416_023145_9738_72866_72883,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_9738_72866_72883\000010.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0207_seq_20260407_002145_10249_87192_87226,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_10249_87192_87226\000018.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0208_seq_20260416_023145_1451_11647_11667,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_1451_11647_11667\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0209_seq_20260406_233816_2139_20142_20168,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_2139_20142_20168\000014.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0210_seq_20260407_002145_9004_76240_76315,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_9004_76240_76315\000039.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0211_seq_20260416_023145_14638_115944_115979,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_14638_115944_115979\000019.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0212_seq_20260416_023145_1652_13571_13650,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_1652_13571_13650\000041.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0213_seq_20260407_002145_7063_59780_59806,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_7063_59780_59806\000014.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0214_seq_20260406_233816_1453_14398_14439,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1453_14398_14439\000022.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0215_seq_20260406_233816_4445_39591_39618,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_4445_39591_39618\000015.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0216_seq_20260416_023145_10628_80253_80287,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_10628_80253_80287\000018.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0217_seq_20260416_023145_3228_25796_25835,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_3228_25796_25835\000021.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0218_seq_20260407_002145_7916_67149_67190,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_7916_67149_67190\000022.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0219_seq_20260416_023145_2489_20150_20176,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_2489_20150_20176\000014.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0220_seq_20260416_023145_11256_85474_85490,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_11256_85474_85490\000009.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0221_seq_20260416_023145_8391_61503_61524,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_8391_61503_61524\000012.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0222_seq_20260416_023145_1055_8434_8455,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_1055_8434_8455\000012.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0223_seq_20260407_002145_7568_63984_64018,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_7568_63984_64018\000018.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0224_seq_20260416_023145_8352_61197_61238,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_8352_61197_61238\000022.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0225_seq_20260416_023145_16302_130199_130270,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_16302_130199_130270\000037.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0226_seq_20260407_002145_13401_119015_119065,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13401_119015_119065\000026.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0227_seq_20260416_023145_16117_128796_128840,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_16117_128796_128840\000023.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0228_seq_20260407_002145_4314_38703_38743,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_4314_38703_38743\000021.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0229_seq_20260407_002145_5436_47752_47814,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_5436_47752_47814\000032.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0230_seq_20260415_213755_190_2111_2190,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260415_213755_190_2111_2190\000041.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0231_seq_20260416_023145_7038_51704_51771,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_7038_51704_51771\000035.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0232_seq_20260407_002145_9490_81027_81072,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_9490_81027_81072\000024.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0233_seq_20260407_002145_7816_66473_66543,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_7816_66473_66543\000036.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0234_seq_20260407_002145_12337_105983_106017,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_12337_105983_106017\000018.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0235_seq_20260407_002145_11091_93644_93714,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_11091_93644_93714\000036.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0236_seq_20260407_002145_5271_46924_46942,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_5271_46924_46942\000010.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0237_seq_20260407_002145_2387_22337_22374,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_2387_22337_22374\000020.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0238_seq_20260416_023145_6183_46123_46194,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6183_46123_46194\000037.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0239_seq_20260416_023145_1308_10227_10257,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_1308_10227_10257\000016.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0240_seq_20260416_023145_6931_50979_51000,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_6931_50979_51000\000012.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0241_seq_20260407_002145_13592_120997_121027,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_13592_120997_121027\000016.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0242_seq_20260416_023145_8647_63732_63892,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_8647_63732_63892\000081.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0243_seq_20260406_233816_880_9696_9761,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_880_9696_9761\000034.jpg,Bus,bus,normal,sequence_crop,,,,,approved_normal_sequence
normal_0244_seq_20260407_002145_9592_81814_81847,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_9592_81814_81847\000018.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0245_seq_20260416_023145_16085_128776_128797,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_16085_128776_128797\000012.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0246_seq_20260407_002145_1195_12324_12353,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_1195_12324_12353\000016.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0247_seq_20260416_023145_12168_91884_91904,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_12168_91884_91904\000011.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
normal_0248_seq_20260416_023145_15966_127751_127864,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260416_023145_15966_127751_127864\000058.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0249_seq_20260406_233816_1731_16830_16921,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260406_233816_1731_16830_16921\000047.jpg,Car,car,normal,sequence_crop,,,,,approved_normal_sequence
normal_0250_seq_20260407_002145_2659_24406_24421,D:\school\uni\sem 6\cv\traffic\dataset\sequences\seq_20260407_002145_2659_24406_24421\000009.jpg,Truck,truck,normal,sequence_crop,,,,,approved_normal_sequence
